SINAPI - Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil,,,,
RELATÓRIO DE CUSTOS DE COMPOSIÇÕES - ENCARGOS SOCIAIS SEM DESONERAÇÃO,,,,
Grupo,"Código da
Composição",Descrição,Unidade,Custo (R$)
Quadros de automação de bombas,106300,"CONTATOR TRIPOLAR, CORRENTE DE *38* A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"585,25"
Quadros de automação de bombas,106293,"CONTATOR TRIPOLAR, CORRENTE DE 12 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"193,04"
Quadros de automação de bombas,106297,"CONTATOR TRIPOLAR, CORRENTE DE 25 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"295,06"
Quadros de automação de bombas,106298,"CONTATOR TRIPOLAR, CORRENTE DE 32 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"449,66"
Quadros de automação de bombas,106301,"CONTATOR TRIPOLAR, CORRENTE DE 45 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"877,57"
Quadros de automação de bombas,106292,"CONTATOR TRIPOLAR, CORRENTE DE 9 A, TENSAO NOMINAL DE *500* V, CATEGORIA AC-2 E AC-3, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"183,67"
Quadros de automação de bombas,106282,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 10 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"102,81"
Quadros de automação de bombas,106283,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 16 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"102,81"
Quadros de automação de bombas,106286,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 20 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"114,28"
Quadros de automação de bombas,106287,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 25 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"134,01"
Quadros de automação de bombas,106288,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 32 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"159,06"
Quadros de automação de bombas,106289,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 40 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"205,97"
Quadros de automação de bombas,106290,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 50 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"277,45"
Quadros de automação de bombas,106291,"DISJUNTOR TERMOMAGNETICO PARA TRILHO DIN (IEC), TRIPOLAR, 63 A, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"402,36"
Quadros de automação de bombas,102136,INSTALAÇÃO DE QUADRO ELÉTRICO PARA 1 BOMBA TRIFÁSICA ATÉ 25 CV CADA (NÃO INCLUI O FORNECIMENTO DO QUADRO). AF_11/2025,UN,"154,44"
Quadros de automação de bombas,106263,INSTALAÇÃO DE QUADRO ELÉTRICO PARA 2 BOMBAS TRIFÁSICAS ATÉ 25 CV CADA (NÃO INCLUI O FORNECIMENTO DO QUADRO). AF_11/2025,UN,"202,10"
Quadros de automação de bombas,106259,"QUADRO ELÉTRICO PARA 1 BOMBA CENTRÍFUGA TRIFÁSICA 1,5 CV - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
Quadros de automação de bombas,106261,QUADRO ELÉTRICO PARA 1 BOMBA CENTRÍFUGA TRIFÁSICA 10 CV - FORNECIMENTO E INSTALAÇÃO. AF_11/2025,UN,-
Quadros de automação de bombas,106260,QUADRO ELÉTRICO PARA 1 BOMBA CENTRÍFUGA TRIFÁSICA 3 CV - FORNECIMENTO E INSTALAÇÃO. AF_11/2025,UN,-
Quadros de automação de bombas,102134,"QUADRO ELÉTRICO PARA 2 BOMBAS CENTRÍFUGAS TRIFÁSICAS 1,5 CV CADA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
Quadros de automação de bombas,106262,QUADRO ELÉTRICO PARA 2 BOMBAS CENTRÍFUGAS TRIFÁSICAS 10 CV CADA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025,UN,-
Quadros de automação de bombas,102135,QUADRO ELÉTRICO PARA 2 BOMBAS CENTRÍFUGAS TRIFÁSICAS 3 CV CADA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025,UN,-
Quadros de automação de bombas,106302,"RELÉ ESTRELA TRIANGULO, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
Quadros de automação de bombas,106284,"RELÉ FALTA DE FASE PARA ATUAR NO COMANDO DO CONTATOR, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
Quadros de automação de bombas,106285,"RELÉ PARA REVEZAMENTO DE MOTORES, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
Quadros de automação de bombas,106296,"RELÉ TÉRMICO 10 A 15 A PARA 220 V OU 7 A 10 A PARA 380 V, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
Quadros de automação de bombas,106299,"RELÉ TÉRMICO 32 A 40 A PARA 220 V OU 22 A 32 A PARA 380 V, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,"270,93"
Quadros de automação de bombas,106294,"RELÉ TÉRMICO 6 A 8 A PARA 220 V OU 4 A 6,3 A PARA 380 V, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
Quadros de automação de bombas,106281,"SINALEIRO LED PARA INDICAÇÃO BOMBA, PARA QUADRO DE BOMBA - FORNECIMENTO E INSTALAÇÃO. AF_11/2025",UN,-
"Radier, Piso de Concreto e Laje sobre Solo",97089,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-113. AF_09/2021",KG,"14,64"
"Radier, Piso de Concreto e Laje sobre Solo",97090,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-138. AF_09/2021",KG,"14,30"
"Radier, Piso de Concreto e Laje sobre Solo",97091,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-159. AF_09/2021",KG,"13,82"
"Radier, Piso de Concreto e Laje sobre Solo",97092,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-196. AF_09/2021",KG,"13,33"
"Radier, Piso de Concreto e Laje sobre Solo",103053,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-246. AF_09/2021",KG,-
"Radier, Piso de Concreto e Laje sobre Solo",97093,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-283. AF_09/2021",KG,"12,45"
"Radier, Piso de Concreto e Laje sobre Solo",103054,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-396. AF_09/2021",KG,-
"Radier, Piso de Concreto e Laje sobre Solo",97088,"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-92. AF_09/2021",KG,"16,05"
"Radier, Piso de Concreto e Laje sobre Solo",97097,ACABAMENTO POLIDO PARA PISO DE CONCRETO ARMADO OU LAJE SOBRE SOLO DE ALTA RESISTÊNCIA. AF_09/2021,M2,"34,70"
"Radier, Piso de Concreto e Laje sobre Solo",97087,"CAMADA SEPARADORA PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, EM LONA PLÁSTICA. AF_09/2021",M2,"3,43"
"Radier, Piso de Concreto e Laje sobre Solo",97083,"COMPACTAÇÃO MECÂNICA DE SOLO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM COMPACTADOR DE SOLOS A PERCUSSÃO. AF_09/2021",M2,"3,89"
"Radier, Piso de Concreto e Laje sobre Solo",97084,"COMPACTAÇÃO MECÂNICA DE SOLO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM COMPACTADOR DE SOLOS TIPO PLACA VIBRATÓRIA. AF_09/2021",M2,"0,82"
"Radier, Piso de Concreto e Laje sobre Solo",103076,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 10 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"159,82"
"Radier, Piso de Concreto e Laje sobre Solo",103067,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 10 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103077,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"205,40"
"Radier, Piso de Concreto e Laje sobre Solo",103068,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103078,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"247,49"
"Radier, Piso de Concreto e Laje sobre Solo",103069,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103079,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"296,11"
"Radier, Piso de Concreto e Laje sobre Solo",103070,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103080,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 30 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"360,11"
"Radier, Piso de Concreto e Laje sobre Solo",103071,"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 30 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103075,"EXECUÇÃO DE PISO DE CONCRETO, COM ACABAMENTO SUPERFICIAL, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"218,63"
"Radier, Piso de Concreto e Laje sobre Solo",103062,"EXECUÇÃO DE PISO DE CONCRETO, COM ACABAMENTO SUPERFICIAL, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103065,"EXECUÇÃO DE PISO DE CONCRETO, COM ACABAMENTO SUPERFICIAL, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103063,"EXECUÇÃO DE PISO DE CONCRETO, COM ACABAMENTO SUPERFICIAL, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103066,"EXECUÇÃO DE PISO DE CONCRETO, COM ACABAMENTO SUPERFICIAL, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103064,"EXECUÇÃO DE PISO DE CONCRETO, COM ACABAMENTO SUPERFICIAL, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103074,"EXECUÇÃO DE PISO DE CONCRETO, SEM ACABAMENTO SUPERFICIAL, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"183,93"
"Radier, Piso de Concreto e Laje sobre Solo",103057,"EXECUÇÃO DE PISO DE CONCRETO, SEM ACABAMENTO SUPERFICIAL, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103060,"EXECUÇÃO DE PISO DE CONCRETO, SEM ACABAMENTO SUPERFICIAL, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103058,"EXECUÇÃO DE PISO DE CONCRETO, SEM ACABAMENTO SUPERFICIAL, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103061,"EXECUÇÃO DE PISO DE CONCRETO, SEM ACABAMENTO SUPERFICIAL, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103059,"EXECUÇÃO DE PISO DE CONCRETO, SEM ACABAMENTO SUPERFICIAL, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",97101,"EXECUÇÃO DE RADIER, ESPESSURA DE 10 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"185,69"
"Radier, Piso de Concreto e Laje sobre Solo",97098,"EXECUÇÃO DE RADIER, ESPESSURA DE 10 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",97102,"EXECUÇÃO DE RADIER, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"231,27"
"Radier, Piso de Concreto e Laje sobre Solo",97099,"EXECUÇÃO DE RADIER, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",97103,"EXECUÇÃO DE RADIER, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"273,36"
"Radier, Piso de Concreto e Laje sobre Solo",97100,"EXECUÇÃO DE RADIER, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103072,"EXECUÇÃO DE RADIER, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"321,98"
"Radier, Piso de Concreto e Laje sobre Solo",103055,"EXECUÇÃO DE RADIER, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",103073,"EXECUÇÃO DE RADIER, ESPESSURA DE 30 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021",M2,"385,97"
"Radier, Piso de Concreto e Laje sobre Solo",103056,"EXECUÇÃO DE RADIER, ESPESSURA DE 30 CM, FCK = 30 MPA, COM USO DE FORMAS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",97086,"FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FORMA PARA RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, EM MADEIRA SERRADA, 4 UTILIZAÇÕES. AF_09/2021",M2,"158,95"
"Radier, Piso de Concreto e Laje sobre Solo",97085,"MONTAGEM E DESMONTAGEM DE FORMA PARA RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM SISTEMA DE FORMAS MANUSEÁVEIS METÁLICAS. AF_09/2021",M2,-
"Radier, Piso de Concreto e Laje sobre Solo",97096,"CONCRETAGEM DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, FCK 30 MPA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_09/2021",M3,"643,58"
"Radier, Piso de Concreto e Laje sobre Solo",97082,ESCAVAÇÃO MANUAL DE VIGA DE BORDA PARA RADIER. AF_09/2021,M3,"72,25"
Rasgos e Fixações,104766,CHUMBAMENTO LINEAR EM ALVENARIA PARA ELETRODUTOS COM DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023,M,"18,68"
Rasgos e Fixações,90467,CHUMBAMENTO LINEAR EM ALVENARIA PARA RAMAIS/DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS COM DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023,M,"27,34"
Rasgos e Fixações,90466,CHUMBAMENTO LINEAR EM ALVENARIA PARA RAMAIS/DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS COM DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023,M,"18,19"
Rasgos e Fixações,90469,CHUMBAMENTO LINEAR EM CONTRAPISO PARA RAMAIS/DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS COM DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023,M,"13,51"
Rasgos e Fixações,90470,CHUMBAMENTO LINEAR EM CONTRAPISO PARA RAMAIS/DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS COM DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM. AF_09/2023,M,"17,93"
Rasgos e Fixações,90468,CHUMBAMENTO LINEAR EM CONTRAPISO PARA RAMAIS/DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS COM DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023,M,"8,90"
Rasgos e Fixações,96564,"FIXAÇÃO DE DUTOS FLEXÍVEIS CIRCULARES, DIÂMETRO 109 MM OU 4"", COM ABRAÇADEIRA METÁLICA FLEXÍVEL FIXADA DIRETAMENTE NA LAJE. AF_09/2023",M,-
Rasgos e Fixações,104785,"FIXAÇÃO DE ELETRODUTOS, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO D COM PARAFUSO DE FIXAÇÃO 1 1/4"", FIXADA DIRETAMENTE NA LAJE OU PAREDE. AF_09/2023",M,"12,71"
Rasgos e Fixações,91166,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PEX OU MULTICAMADAS, DIÂMETROS IGUAIS OU INFERIORES A 40 MM, COM ABRAÇADEIRA PLÁSTICA FIXADA EM LAJE. AF_09/2023_PE",M,"4,57"
Rasgos e Fixações,91167,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PPR DIÂMETROS MENORES OU IGUAIS A 40 MM COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,"11,06"
Rasgos e Fixações,91176,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PPR DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO D COM PARAFUSO DE FIXAÇÃO 1 1/4"", FIXADA DIRETAMENTE NA LAJE OU PAREDE. AF_09/2023",M,"17,80"
Rasgos e Fixações,91182,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PPR, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA FLEXÍVEL 18 MM, FIXADA DIRETAMENTE NA LAJE. AF_09/2023",M,"30,19"
Rasgos e Fixações,91186,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM, COM ABRAÇADEIRA METÁLICA FLEXÍVEL 18 MM, FIXADA DIRETAMENTE NA LAJE. AF_09/2023",M,"33,42"
Rasgos e Fixações,91171,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 2 1/2"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,"17,64"
Rasgos e Fixações,91187,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM, COM ABRAÇADEIRA METÁLICA FLEXÍVEL 18 MM, FIXADA DIRETAMENTE NA LAJE. AF_09/2023",M,"30,09"
Rasgos e Fixações,91172,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,"20,26"
Rasgos e Fixações,91185,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA FLEXÍVEL 18 MM, FIXADA DIRETAMENTE NA LAJE. AF_09/2023",M,"30,19"
Rasgos e Fixações,91170,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM LAJE. AF_09/2023_PS",M,"11,06"
Rasgos e Fixações,91180,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA/PVC ESGOTO/PVC PLUVIAL/CPVC/PPR/COBRE OU AÇO, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM, COM ABRAÇADEIRA TIPO D COM PARAFUSO DE FIXAÇÃO 2 1/2"", FIXADA DIRETAMENTE NA LAJE OU PAREDE. AF_09/2023",M,"23,71"
Rasgos e Fixações,91181,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA/PVC ESGOTO/PVC PLUVIAL/CPVC/PPR/COBRE OU AÇO, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM, COM ABRAÇADEIRA TIPO D COM PARAFUSO DE FIXAÇÃO 4"", FIXADA DIRETAMENTE NA LAJE OU PAREDE. AF_09/2023",M,"24,88"
Rasgos e Fixações,91179,"FIXAÇÃO DE TUBOS HORIZONTAIS DE PVC ÁGUA/PVC ESGOTO/PVC PLUVIAL/CPVC/PPR/COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO D COM PARAFUSO DE FIXAÇÃO 1 1/4"", FIXADA DIRETAMENTE NA LAJE OU PAREDE. AF_09/2023",M,"17,80"
Rasgos e Fixações,91174,"FIXAÇÃO DE TUBOS VERTICAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 2 1/2"", FIXADA EM PERFILADO EM PAREDE. AF_09/2023_PS",M,"7,05"
Rasgos e Fixações,91175,"FIXAÇÃO DE TUBOS VERTICAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MAIORES QUE 75 MM E MENORES OU IGUAIS A 100 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 4"", FIXADA EM PERFILADO EM PAREDE. AF_09/2023_PS",M,"10,94"
Rasgos e Fixações,91173,"FIXAÇÃO DE TUBOS VERTICAIS DE PVC ÁGUA, PVC ESGOTO, PVC ÁGUA PLUVIAL, CPVC, PPR, COBRE OU AÇO, DIÂMETROS MENORES OU IGUAIS A 40 MM, COM ABRAÇADEIRA METÁLICA RÍGIDA TIPO U PERFIL 1 1/4"", FIXADA EM PERFILADO EM PAREDE. AF_09/2023_PS",M,"4,12"
Rasgos e Fixações,90447,"RASGO LINEAR MANUAL EM ALVENARIA, PARA ELETRODUTOS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",M,"9,84"
Rasgos e Fixações,91222,"RASGO LINEAR MANUAL EM ALVENARIA, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MAIORES QUE 40 MM E MENORES OU IGUAIS A 75 MM. AF_09/2023",M,"10,58"
Rasgos e Fixações,90443,"RASGO LINEAR MANUAL EM ALVENARIA, PARA RAMAIS/ DISTRIBUIÇÃO DE INSTALAÇÕES HIDRÁULICAS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",M,"9,52"
Rasgos e Fixações,104780,"RASGO LINEAR MECANIZADO EM ALVENARIA, PARA ELETRODUTOS, DIÂMETROS MENORES OU IGUAIS A 40 MM. AF_09/2023",M,"8,23"
